Name,Email,Phone,City,State,Zip
"Caring for Canines",sarahduncs@gmail.com,(602) 573-3141,"Phoenix",AZ,85028
"Carrie On Rescue",carrieonrescuers@hotmail.com,480-603-7680,"Gilbert",AZ,85233
"Cat A Do Cat Co-Op",info@catado.org,,"Mesa",AZ,85212
"Central Arizona Animal Rescue",mike@caaronline.org,480-209-3400,"Queen Creek",AZ,85142
"Chance Shelter",info@chanceshelter.org,(602) 394-1595,"Surprise",AZ,85374
"ChiLuvBug Small Dog Rescue",chiluvbug@gmail.com,,"Tucson",AZ,85710
"Chino Valley Animal Shelter",marilu42@q.com,(928) 636-4223 x7,"Chino Valley",AZ,86323
"Chiquita Chihuahua Rescue",chwawagal@gmail.com,,"Cave Creek",AZ,85086
"Circle L Ranch",susanhopkins13@gmail.com,480-861-8144,"Phoenix",AZ,85018
"Circle L Ranch Animal Rescue and Sanctuary",circlelranchdogs@gmail.com,(928) 273-7005,"Prescott Valley",AZ,86314
"Citizens For North Phoenix Strays",badkittyts@aol.com,(602) 332-6615,"Phoenix",AZ,85027
"Claws and Paws Rescue",info@clawsandpawsaz.org,520-389-8875,"Tucson",AZ,85741
"Coalition of All Breed Rescue of Arizona (CABRA)",suavian@cox.net,480-874-2511,"Phoenix",AZ,85338
"Cochise Canine Rescue",sybil85602@gmail.com,520-212-1718,"Benson",AZ,85602
"Coconino Humane Association",kindcrew@coconinohumane.org,928-526-1076,"Flagstaff",AZ,86001
"Cold Wet Noses Fosters",info@tucsoncoldwetnoses.com,,"Tucson",AZ,85716
"Community Cats, Inc.",eajoannes@gmail.com,,"Prescott",AZ,86301
"Cooper's Chance Animal Rescue",cooperschance@yahoo.com,,"Chandler",AZ,85249
"Coppercloud Ranch Pet Rescue",coppercloudranch@cox.net,(602) 739-6696,"Scottsdale",AZ,85259
"Dane Haven Inc.",danehavenrescue@gmail.com,6023884370,"Prescott Valley",AZ,86312
"Desert Dogs Rescue Inc.",desert.dogs2014@gmail.com,623-256-4302,"Tonopah",AZ,85354
"Desert Harbor Doberman Rescue of AZ",contact@azdoberescue.org,,"Phoenix",AZ,85016
"Desert Paws Rescue",hhfwcr@outlook.com,(480) 380-5214,"Mesa",AZ,85208
"Dewey Dog Rescue",klukis@aol.com,928-632-5292,"Dewey",AZ,86327
"East Valley New Life Rescue",rosebud2929@aol.com,(480) 474-2467,"Apache Junction",AZ,85219
"Fairytale Felines & Fidos",fairytalefelines@yahoo.com,,"Phoenix",AZ,85022
"Farmanity Project",contact@farmanityproject.org,702-592-3081,"Kingman",AZ,86409
"Fearless Kitty Rescue",info@fearlesskittyrescue.org,480-837-7777,"Fountain Hills",AZ,85268
"Fedwell Farm Rescue, Inc.",fedwellfarm@yahoo.com,(602) 316-8919,"Pearce",AZ,85625
"Follow Your Heart Animal Rescue",followyourheartfoundation@gmail.com,(480) 807-0085,"Mesa",AZ,85206
"Foothills Animal Rescue",support@foothillsanimal.org,480-488-9890,"Scottsdale",AZ,85255
"For the Luv of Paws II Inc.",cherie_rsaz@yahoo.com,(928) 897-7304,"Golden Valley",AZ,86413
"Forever Loved Pet Sanctuary",adopt@foreverlovedpets.org,,"Scottsdale",AZ,85267
"Four Peaks Animal Rescue",4par@desertinet.com,(480) 471-3520,"Scottsdale",AZ,85262
"Freedom Mutts",info@freedommutts.org,,"Tempe",AZ,85283
"Friends For Life Animal Rescue",president@azfriends.org,(480) 497-8296,"Gilbert",AZ,85234
"Ghost Town Dog Rescue",ghosttowndogrescue@gmail.com,,"Mesa",AZ,85205
"Gila County Rabies Control",gilacountyrabiescontrol@gilacountyaz.gov,928-425-5882,"Globe",AZ,85501
"Good Dog Rez-Q",ambrwlf51@yahoo.com,(928) 337-2828,"St. Johns",AZ,85936
"Great Dane Rescue of Arizona Alliance",greatdanerescueofazalliance@hotmail.com,(623) 869-0409,"Phoenix",AZ,85080
"Gypsy Cats",gypsycatsaz@gmail.com,(928) 279-1999,"Kingman",AZ,86409
"HALO Animal Rescue",info@halorescue.org,602-971-9222,"Phoenix",AZ,85017
"Havanese Rescue Inc.",petfinder@havaneserescue.com,,"Phoenix",AZ,85087
"Healing Hearts Animal Rescue and Refuge",jbrumbaugh@healingheartsaz.org,(602) 714-0241,"Cave Creek",AZ,85331
"Hearts That Purr Feline Guardians",heartsthatpurr@outlook.com,520-297-3780,"Tucson",AZ,85740
"Help A Dog Smile",applications@helpadogsmile.org,(480) 788-0207,"Phoenix",AZ,85029
"Help Animals Lives Today",lottibnkr@citlink.net,1-928-692-8940,"Kingman",AZ,86401
"High Country Puppy Rescue",highcountrypuppyrescue@gmail.com,,"Flagstaff",AZ,86001
"Home Fur Good Animal Rescue",info@homefurgood.org,602-971-1334,"Phoenix",AZ,85028
"Hoof and Paw Rescue Inc.",yvette@hoofandpawrescue.com,4804731456,"Cave Creek",AZ,85331
"HOPE Animal Shelter",adams@hopeanimalshelter.net,(520) 792-9200,"Tucson",AZ,85716
"Hope for Cats",hopeforcats@cox.net,602-295-9237,"Chandler",AZ,85248
"Humane Society of Central Arizona",hs@humanesocietycentralaz.org,928-474-5590,"Payson",AZ,85541
"Humane Society of Southern Arizona",petfinder@hssaz.org,520-327-6088,"Tucson",AZ,85716
"Humane Society of the White Mountains",hswm70@hotmail.com,(928) 368-5295,"Lakeside",AZ,85929
"Humane Society of Yuma",losteen@hsoyuma.com,(928) 782-1621,"Yuma",AZ,85365
"Integrative Veterinary Oncology",ivo.staff@yahoo.com,602-841-0626,"Phoenix",AZ,85021
"K-9 Friends",twotenpets@aol.com,480-844-0589,"Gilbert",AZ,85299
"K9 Konnection",k9clips5@aol.com,(928) 232-2611,"Wickenburg",AZ,85390
"Kitt's Kitten Rescue",info@kittskittenrescue.org,(480) 939-9017,"Mesa",AZ,85277
"Kodiak's Place: Rescue/ Rehabilitate/ Re-Home",kodiaksplace@gmail.com,480-748-7075,"Gilbert",AZ,85234
"La Paz County Animal Shelter",shelter@co.la-paz.az.us,928-669-8774,"Parker",AZ,85344
"Labrador Friends of Arizona",rescueme@azlabfriends.com,,"Litchfield Park",AZ,85340
"Lifeline Oro Valley Animal Rescue",janders@saferlifeline.org,(520) 979-2282,"Oro Valley",AZ,85737
"Lil Bit of Love Rescue",lilbitofloverescue@gmail.com,520 869-9537,"Tucson",AZ,85741
"Little Heart K9",laura@littleheartk9.com,(520) 471-0823,"Green Valley",AZ,85622
"Little League Rescue",littleleaguerescue@gmail.com,520-255-1288,"Sierra Vista",AZ,85635
"Little Rascals Rescue",bu.ter.fly@hotmail.com,(623) 210-6578,"Phoenix",AZ,85027
"Living the Dream Rescue",samanthabrown.ltd@gmail.com,(602) 799-8827,"Phoenix",AZ,85023
"Living Water Ranch Rescue",chartipton1@msn.com,623-386-0386,"Tonopah",AZ,85354
"Lost Our Home Pet Foundation",adoptions@lostourhome.org,602-445-PETS (7387),"Tempe",AZ,85282
"Lucky Angel Animal Rescue",cristina@luckyangel.org,(480) 399-1224,"Mesa",AZ,85205
"Lulubelle Animal Rescue",lulubellerescue@gmail.com,,"Phoenix",AZ,85022
"Luv of Dogz Fund, Inc",luvofdogzfund@aol.com,,"Scottsdale",AZ,85258
"Mayday Pit Bull Rescue & Advocacy",info@maydaypitbullrescue.org,,"Phoenix",AZ,85024
"Medical Animals In Need (M.A.I.N.)",medicalanimalsinneed@gmail.com,480-245-9203,"Phoenix",AZ,85031
"MEOWness Cat Adoptions",live.love.meow@gmail.com,,"Glendale",AZ,85312
"MildCats on Campus",bhm@asu.edu,(623) 239-2990,"Tempe",AZ,85287
"Mini Mighty Mutts Rescue",info@minimightymutts.com,480304-5654,"Phoenix",AZ,85048
"Miss Kittys Cat House",suezq@commspeed.net,(928) 445-5411,"Prescott",AZ,86303
"Miss Maggie May's Rescue",missmaggiemay@cox.net,520-603-6908,"Tucson",AZ,85710
"Mixed Up Mutts and Shepherds Too",laura@scottsdalepethotel.com,(480) 947-9636,"Phoenix",AZ,85006
"Morning Starr Animal Sanctuary, Inc.",fran@morningstarr.org,(928) 821-2420,"Cornville",AZ,86326
"One Dog Arizona",onedogrescued@gmail.com,(480) 430-7076,"Chandler",AZ,85224
"Page Animal Adoption Agency",pageanimaladoption@gmail.com,928-640-1500,"Page",AZ,86040
"Pammy's Second Chance Rescue",pammys2ndchancerescue@hotmail.com,,"Tolleson",AZ,85353
"Paw Kindness",pawkindness@gmail.com,(480) 206-3883,"Tempe",AZ,85282
"Paw Placement",mjandersson@cox.net,(602) 712-1599,"Scottsdale",AZ,85251
"Paw Town Angels",pawtownangels@gmail.com,,"Phoenix",AZ,85020
"Paws & Claws Pet Fostering",pet911@azpawsandclaws.com,,"Glendale",AZ,85301
"Paws Patrol",pawspatrol@cox.net,(520) 207-4024,"Green Valley",AZ,85622
"Paws Rescue Alliance",karen.pawsrescuealliance@gmail.com,(970) 208-2411,"Phoenix",AZ,85051
"Pet Allies",fostering@petalliesaz.org,928 532-1602,"Show Low",AZ,85901
"Peteys Playground",peteysplayground@gmail.com,(928) 713-1375,"Kirkland",AZ,86332
"Pets Return Home",mark@petsreturnhome.org,928-793-2013,"Cottonwood",AZ,86326
"Pima Paws For Life",info@pimapawsforlife.org,520- 867-1193,"Tucson",AZ,85705
"Pittie Me Rescue",pittiemerescue@gmail.com,,"Gilbert",AZ,85295
"Pound Animals Worth Saving (P.A.W.S.) Fur the Cause",poundanimals@yahoo.com,602-326-9191,"Mesa",AZ,85202
"Poverty's Pets",info@povertyspets.org,,"Phoenix",AZ,85067
"Pyles Of Smiles, Inc.",shellie@pylesofsmiles.com,9288990227,"Chino Valley",AZ,86323
"R.A.I.N. Rescue",info@azrain.org,(480) 285-7322,"Chandler",AZ,85244
"RAD Rescue Inc.",radrescueinc@gmail.com,(661) 400-5151,"Tucson",AZ,85743
"Raven Pines Dog Rescue",ravenpines@commspeed.net,602-339-1797,"Cordes Lakes",AZ,86333
"RESCUE",savinglivessince1995@azrescue.org,480-598-9410,"Phoenix",AZ,85044
"Reservation Rewards",reservationrewards@hotmail.com,480 279 3956,"Queen Creek",AZ,85242
"Robin Hood Animal Rescue",rhar4all@yahoo.com,(623) 931-7499,"Glendale",AZ,85301
"Rockstar Canine Rescue & Sanctuary",info@rockstarrescueaz.org,(858) 876-2558,"Phoenix",AZ,85006
"RoRescue",rorescue.tucson@gmail.com,,"Tucson",AZ,85749
"rotten rottie rescue",rottenrottierescue@gmail.com,(480) 567-4328,"Gilbert",AZ,85296
"Ruby Ranch Pet Rescue and Sanctuary",info@rubyranchrescue.org,602-526-9960,"Phoenix",AZ,85069
"RUFF Rescue Tucson (Rehoming Unwanted Furry Friends)",rescuer2003@gmail.com,520-490-0401,"Tucson",AZ,85710
"Rusty's Angels Sanctuary",rustysangelssanctuary@gmail.com,480-250-0251,"New River",AZ,85087
"Safe Haven Animal Rescue of AZ",safe_haven_animal_rescue@live.com,,"Litchfield Park",AZ,85340
"Safe Haven for Animals",adopt@azshfa.org,(602) 421-7120,"Scottsdale",AZ,85252
"Sahuaro Dachshund Rescue",wiredox2@msn.com,(520) 818-1323,"Tucson",AZ,85739
"Salt River Animal Rescue",saltriveranimalrescue@gmail.com,,"Scottsdale",AZ,85251
"Santa Cruz County Animal Care and Control Services",jpena@co.santa-cruz.az.us,520-761-7860,"Nogales",AZ,85621
"Santa Cruz Humane Society",schs5654@gmail.com,520-287-5654,"Nogales",AZ,85621
"Save Animals From Euthanasia Inc.",azsafedogs@hotmail.com,e-mail us for more info,"Apache Junction",AZ,85278
"Save the Cats Arizona",katrina@savethecatsaz.org,,"Mesa",AZ,85214
"Save The Pets AZ",savethepets@ymail.com,,"Tucson",AZ,85701
"Saving At Risk Animals",sararescue2012@gmail.com,520-499-0546,"Tucson",AZ,85731
"Saving One Life",info@savingonelife.org,602.715.2700,"Chandler",AZ,85249
"Saving Paws",sprazinfo@gmail.com,(480) 737-6089,"Glendale",AZ,85308
"Sierra Vista Animal Control",phaydra.adams@sierravistaaz.gov,(520) 458-4151,"Sierra Vista",AZ,85635
"Smiling Dog Rescue",smilingdogrescue@gmail.com,520-977-8000,"Tucson",AZ,85713
"sol.DOG Tucson, LLC Rescue Division",adopt@soldogtucson.com,520-255-1696,"Tucson",AZ,85705
"SOS Cat Rescue AZ",info@soscatrescueaz.org,520-445-3889,"Tucson",AZ,85743
"Southern Arizona Beagle Rescue",adoption@soazbeaglerescue.com,(520) 247-7720,"Tucson",AZ,85733
"Southern Arizona Greyhound Adoption",maryagr@cox.net,(520) 955-7421,"Tucson",AZ,85712
"Standing Proud Pit Bull Rescue",info@standingproudpitbulls.org,,"Fountain Hills",AZ,85268
"Stealing Hearts Rescue",azbullygirl@hotmail.com,602-686-4158,"Glendale",AZ,85311
"Sun Valley Animal Shelter",contact@sunvalleypets.org,(623) 872-7941,"Glendale",AZ,85307
"Sunshine Dog Rescue",sunshinedogrescue@yahoo.com,,"Phoenix",AZ,85024
"The Ark Cat Sanctuary/Cheri's Cat Rescue",cheriscatrescue@cableone.net,(928) 308-4599,"Prescott Valley",AZ,86314
"The Hermitage Cat Shelter",adoptions@hermitagecatshelter.org,520-571-7839,"Tucson",AZ,85711
"The Litter League (Rescue League)",vlintz@davisp.com,(602) 740-8805,"Phoenix",AZ,85064
"The Pet Knot",thepetknot@gmail.com,,"Phoenix",AZ,85024
"The Puppy Mamma",sandy@thepuppymamma.com,(480) 688-6969,"Apache Junction",AZ,85119
"The Sanctuary Project",eringreenwood@frontier.com,800-691-9168,"Tucson",AZ,85716
"Tombstone Small Animal Shelter",emayperry@gmail.com,(520) 457-2545,"Tombstone",AZ,85638
"Tuba City Humane Society",tubacityhumane@gmail.com,(928) 793-2364,"Tuba City",AZ,86045
"Tucson CARES",kismettucson@gmail.com,520-990-8912,"Tucson",AZ,85716
"Tucson Parrot Rescue",tucsonparrotrescue@gmail.com,520-747-0554,"Tucson",AZ,85704
"Tucson2Tails",tucson2tails@gmail.com,(520) 343-0327,"Tucson",AZ,85732
"Tukee Cat Lady",realady@cox.net,,"Phoenix",AZ,85048
"Underdog Rescue of Az",info@underdogaz.com,4805539311,"Chandler",AZ,85249
"United Animal Friends",uafdogs@gmail.com,(928) 778-2924,"Prescott",AZ,86304
"Valley Dogs",vdr-petfinder@valleydogs.org,(480) 898-3647,"Gilbert",AZ,85299
"Valley Humane Society Inc.",valleyhumane@yahoo.com,520-836-0904,"Casa Grande",AZ,85230
"Valley of the Sun Giant Schnauzer Rescue",phxgsrescue@hotmail.com,,"Phoenix",AZ,85050
"VJ Ranch",cowgirlvalerie@hotmail.com,(623)465-4835,"New River",AZ,85087
"W.O.W Dog Rescue",info@wowdogrescue.org,(480) 628-5058,"Chandler",AZ,85244
"Waggin Tail Chihuahua Rescue",waggintailchirescue@gmail.com,888-410-3688,"Mesa",AZ,85210
"We're The Cat's Meow Pet Rescue",azcatsmeow@gmail.com,480-278-9744,"Gilbert",AZ,85233
"Western Arizona Humane Society",adoptions@westernarizonahumane.org,(928) 855-5083,"Lake Havasu City",AZ,86404
"Westie & Friends AZ Rescue, Inc",shampton5@cox.net,,"Mesa",AZ,85203
"Westie Rescue of Arizona",westierescueaz@aol.com,,"Cave Creek",AZ,85327
"Where Wolves Rescue",pangaya@msn.com,(623) 546-9653,"Surprise",AZ,85387
"Yorkie Luv Rescue",yorkieluvrescue@yahoo.com,,"Goodyear",AZ,85338
"1 Love Dog Rescue",1lovedogrescue@gmail.com,5306431107,"Auburn",CA,95602
"13th St Cats",info@13thstcats.org,(408) 566-3637,"San Jose",CA,95112
"2 Crue Rescue",tammye@2cruerescue.com,951-892-5827,"Riverside",CA,92503
"2TheResQ",coffee.luvr@yahoo.com,818-212-0385,"Sherman Oaks",CA,91413
"3R Rescue, Inc.",3rrescue@gmail.com,(707) 529-4643,"Winters",CA,95694
"4 Dogs Farm Rescue",4dogsfarmrescue@gmail.com,415-265-4331,"San Francisco",CA,94112
"4 R Friends",4rfriends.mail@gmail.com,,"Sacramento",CA,95817
"9 Lives Rescue Center",9livesrescuecenter@gmail.com,310-927-7350,"Beverly Hills",CA,90211
"A Better Chance Rescue",abetterchancerescue@gmail.com,(650) 580-3639,"San Mateo",CA,94403
"A Cat's Tale",cathy@acatstale.org,310 973 9353,"Redondo Beach",CA,90278
"A Cause For Paws  OC",ocacfp@yahoo.com,714-883-9188,"Orange",CA,92865
"A Dog's Life Rescue",adoptions@adogsliferescue.org,310-590-7387,"Los Angeles",CA,90046
"A Home 4 Ever Rescue",ahome4ever@gmail.com,(949) 645-4912,"Costa Mesa",CA,92627
"A Noah's B'Ark North Pet Rescue",noahsbark.nc@gmail.com,(707) 657-7626,"Rohnert Park",CA,94928
"A Passion for Paws Rescue, Inc..",apassionforpaws@gmail.com,818-9AKITAS,"Romoland",CA,92585
"A Pawsitive Approach",apawsitiveapproach2015@gmail.com,,"Anaheim",CA,92805
"A Purposeful Rescue",apurprescue@yahoo.com,,"Los Angeles",CA,90035
"A SafeFurr Place Animal Rescue",info@asafefurrplace.com,,"Bakersfield",CA,93308
"Ace of Hearts",aceofheartsmngr@gmail.com,(310) 358-3344,"Beverly Hills",CA,90213
"ACGSR, Inc",vivatacgsinc@aol.com,831-917-5570,"Hollister",CA,95024
"Adopt A Bunny Rabbit Rescue",bunnygroomer@gmail.com,,"Calabasas",CA,91302
"Adopt a Doggie",contact@adoptadoggie.org,4156833535,"Castro Valley",CA,94546
"Adopt a Friend Forever Rescue",moyamarie@msn.com,619-670-9824,"El Cajon",CA,92021
"Adopt A Saint - Saint Bernard Rescue",cmdiiullo@gmail.com,(949) 295-3641,"Lake Forest",CA,92630
"Adopt Me Rescue",adoptmerescue@gmail.com,(818) 732-0733,"Studio City",CA,91602
"Adopt-A-Chow LA",adoptachowla@gmail.com,(310) 306-2871,"Marina del Rey",CA,90034
"Adoptables at spcaLA",info@spcala.com,(562) 216-2542,"Long Beach",CA,90815
"Adoptables at spcaLA South Bay PAC",info@spcala.com,(310) 676-1149,"Hawthorne",CA,90250
"Ady Gil World Conservation",info@agwc501.org,818-348-6000,"Woodland Hills",CA,91364
"AHPHA",ahphaadoption@gmail.com,,"La Jolla",CA,92038
"AKarmic Connections Animal Rescue",karmicrescues@gmail.com,,"Cupertino",CA,95014
"All About Equine Animal Rescue, Inc.",adopt@allaboutequine.org,916-520-4AAE (4223),"El Dorado Hills",CA,95762
"All Animal Rescue & Friends (AARF)",adopt@aarflove.org,,"San Martin",CA,95046
"All Cats Go To Heaven",christacw@hotmail.com,,"Anaheim",CA,92801
"All for Love Animal Rescue",ktmacgregor@earthlink.com,805-445-3535,"Thousand Oaks",CA,91360
"All Krazy for Kats, INC.",michele@krazyforkats.com,818-527-5287,"Woodland Hills",CA,91364
"All My Tomorrows Pet Rescue",tribolettieleanor@yahoo.com,,"Lodi",CA,95240
"All Paws Rescue-Rehabilitation & Education",adopt@allpawsrescue-rehab.org,,"Chino",CA,91710
"All Points West German Shorthaired and Wirehaired Pointer",gsprescue@aol.com,(530) 713-4376,"Browns Valley",CA,95918
"All Retriever Rescue Foundation",watson@optivus.com,909-855-0683,"Redlands",CA,92373
"ALL TOP GUN RESCUES",topgunk9rescue@hotmail.com,,"RIVERSIDE",CA,92504
"Allie's Pals Cat Rescue",terrilduncan@yahoo.com,9254877279,"Pleasanton",CA,94566
"Almost Home 4ever",almosthome4ever@gmail.com,,"Sacramento",CA,95813
"Amazing Greys Retired Racers",amazinggreysrr@gmail.com,(209) 835-9780,"Tracy",CA,95376
"American Brittany Rescue - CA/NV/HI/AZ",abr.ca@americanbrittanyrescue.org,1-866-274-8911,"La Habra",CA,90631
"American Bullmastiff Rescue",blackslate@aol.com,,"Covina",CA,91724
"Angel Cat Pet Adoptions",marilyn.wood1940@yahoo.com,(714) 280-7627,"Westminster",CA,92684
"Angel City Pit Bulls",adopt@angelcitypits.org,please email,"Los Angeles",CA,90019
"Angels Bark Dog Rescue",angelsbarkdogrescue@gmail.com,,"Beverly Hills",CA,90212
"Angels for Animals Rescue",blynch5150@sbcglobal.net,,"Rancho Cucamonga",CA,91701
"Angels in Fur Dog Rescue",info@angelsinfurdogrescue.com,818 335-3034,"Granada Hills",CA,91394
"Angels N Paws",devoredogrescue@aol.com,909 743-4656,"Rancho Cucamonga",CA,91701
"Angels of Rawley Foundation",arfadmin@angelsofrawley.org,,"San Diego",CA,92117
"Angels Rescuing Animals",fosterfamily.dogs@gmail.com,(530) 878-6999,"Auburn",CA,95604
"Angels Rescuing Kritters",animalnut2@aol.com,530-637-4635,"Weimar",CA,95736
"Animal Advocates Alliance",info@animaladvocatesalliance.org,310-285-8422,"Sherman Oaks",CA,91413
"Animal Alliance",animalallianceadopts@gmail.com,818 290-3844,"Beverly Hills",CA,90210
"Animal Aware",redding5765@gmail.com,(415) 279-0119,"San Francisco",CA,94112
"Animal Compassion Team of California",info@animalcompassionteam.com,(559) 299-6364,"Fresno",CA,93725
"Animal Friends Connection Humane Society",office@animalfriendsconnect.org,(209) 365-0535,"Lodi",CA,95241
"Animal Hope and Wellness Foundation",info@animalhopeandwellness.org,,"Sherman Oaks",CA,91423
"Animal House",admin@animalhouse.global,(707) 816-1166,"Vallejo",CA,94591
"Animal Network of Orange County",contact@animalnetwork.org,949-759-3646,"Newport Beach",CA,92658
"Animal Outreach of the Mother Lode",info@animaloutreach.net,530-642-2287,"Diamond Springs",CA,95619
"Animal Place",info@animalplace.org,530 477 1757,"Grass Valley",CA,95949
"Animal Refugee Response",blythe@animalrefugee.org,(510) 230-3758,"Lower Lake",CA,95457
"Animal Rescue",wizard188wizard@yahoo.com,619 606 4500,"San Diego",CA,92142
"Animal Rescue and Care Network Inc.",mefambrini@yahoo.com,(408) 655-9625,"Santa Clara",CA,95056
"Animal Rescue of Fresno",canine@arf-fresno.com,559-225-5715 Open: Wednesday. 2-5pm, Friday-Saturday-Sunday 11:00-3:00pm,"Fresno",CA,93728
"Animal Rescue of Tracy",contact@animalrescuetracy.org,209-642-4324,"Tracy",CA,95376
"Animal Rescue Recon",animalrescuerecon@gmail.com,(925) 392-7654,"Oakley",CA,94561
"Animal Rescue Resource Foundation (ARRF)",resqpets08@cox.net,please email,"Vista",CA,92082
"Animal Rescue Squad International",animalrescuesquadintl@gmail.com,,"Davis",CA,95618
"Animal Rescuers Without Borders,Inc.",animalrescuers@sbcglobal.net,,"San Diego",CA,92171
"Animal Samaritans SPCA",rlinsell@animalsamaritans.org,(760) 601-3918,"Thousand Palms",CA,92276
"Animal Shelter Assistance Program (ASAP)",info@asapcats.org,(805) 683-3368,"Santa Barbara",CA,93111
"Animal Shelter Relief Rescue",amy@animalshelterrelief.org,,"Santa Cruz",CA,95063
"Animal Synergy",info@animalsynergy.org,,"Vista",CA,92084
"Animals Need U Rescue",animalsneedou@yahoo.com,951-514-9817,"Temecula",CA,92592
"AnimalSave",fosteradoption@animalsave.org,(530) 271-7071 ext. 201,"Grass Valley",CA,95945
"Annie's Pet Rescue",anniesrescue@gmail.com,(530) 377-6889,"Cottonwood",CA,96022
"Another Chance Animal Welfare League Inc.",acawl.inc@gmail.com,530-547-7387,"Palo Cedro",CA,96073
"Antelope Valley Dalmatian Rescue",easytospot@earthlink.net,1-661-810 -1015,"Lancaster",CA,91350
