Name,Email,Phone,City,State,Website,Facebook,Type,Notes
"Animal Advocates Rescue Fund",tonielich@aarfus.org,,"Phoenix",AZ,,,Shelter,""
"Animal Care And Welfare Facility",ccortese@bullheadcity.com,(928) 763-6000,"Bullhead City",AZ,,,Shelter,""
"Animal League of Green Valley",candkkell@hotmail.com,(520) 625-3170,"Green Valley",AZ,,,Shelter,""
"Animal Loving Friends",alfrescue@hotmail.com,,"Tempe",AZ,,,Shelter,""
"Animal Rescue , Transport , and Adoption",artarescue@yahoo.com,(520) 255-5375,"Thatcher",AZ,,,Shelter,""
"Animal Rescue Friends, Ltd.",admin@animalrescuefriends.org,(623) 428-9119,"Surprise",AZ,,,Shelter,""
"Animals' Crusaders",rr.tucson09@gmail.com,(520) 798-6569,"Tucson",AZ,,,Shelter,""
"Any Rat Rescue",info@anyratrescue.org,(480) 663-3338,"Phoenix",AZ,,,Shelter,""
"Arizona Animal Welfare League & SPCA",adoptions1@aawl.org,(602) 273-6852,"Phoenix",AZ,,,Shelter,""
"Arizona Beagle Rescue",adoptions@azbeaglerescue.com,(623) 977-1355,"Phoenix",AZ,,,Shelter,""
"Arizona Boston Terrier Rescue",info@azbtrescue.org,,"Phoenix",AZ,,,Shelter,""
"Arizona Cattle Dog Rescue",acdr@arizonacattledogrescue.org,(480) 442-2237,"Scottsdale",AZ,,,Shelter,""
"Arizona Chihuahua Rescue",rescue@azchihuahuarescue.org,(480) 844-2447,"Mesa",AZ,,,Shelter,""
"Arizona Desert Rotti & Pals Rescue",azdesertrottis@aol.com,,"Tucson",AZ,,,Shelter,""
"Arizona Equine Rescue Org",info@azequinerescue.org,(623) 465-1519,"Scottsdale",AZ,,,Shelter,""
"Arizona Greyhound Rescue",adoption@azgreyhoundrescue.org,(520) 886-7411,"Tucson",AZ,,,Shelter,""
"Arizona Humane Society",info@azhumane.org,(602) 997-7585,"Phoenix",AZ,https://www.azhumane.org,,Regional,"Arizona's largest"
"Arizona Labrador and Giant Breed Rescue",adoptions@azlabsandgiants.org,(602) 307-5227,"Phoenix",AZ,,,Shelter,""
"Arizona Pug Adoption & Rescue Network",info@aparn.org,(480) 964-3126,"Mesa",AZ,,,Shelter,""
"Arizona Shih Tzu and Small Breed Rescue",duffsonni@aol.com,,"Phoenix",AZ,,,Shelter,""
"Arizona's PiggiePoo Rescue, Inc.",info@piggiepoo.org,(602) 412-4952,"Phoenix",AZ,,,Shelter,""
"Aussie And Friends Rescue",jane@aussiefriendsrescue.com,(602) 930-9384,"Payson",AZ,,,Shelter,""
"AZ CARE",adopt@azcarerescue.org,(480) 987-2212,"Queen Creek",AZ,,,Shelter,""
"AZ Cavalier Rescue",azcavalierrescue@gmail.com,(602) 397-4744,"Phoenix",AZ,,,Shelter,""
"AZ Cocker Rescue",azcockerrescue@aol.com,,"Scottsdale",AZ,,,Shelter,""
"AZ Dog Adoptions",azdogadoptions@gmail.com,(480) 500-9620,"Phoenix",AZ,,,Shelter,""
"AZ Furry Friends Rescue Foundation",azfurryfriends@gmail.com,(602) 882-9535,"Phoenix",AZ,,,Shelter,""
"AZ Happy Tails Animal Rescue",dogadoptions@happytailsaz.org,,"Chandler",AZ,,,Shelter,""
"AZ Maine Coon Cat Rescue",azmccr@gmail.com,(480) 962-8139,"Mesa",AZ,,,Shelter,""
"AZ Prussian Snailhound Dog Rescue",prussian.snailhound@gmail.com,(602) 295-4518,"Phoenix",AZ,,,Shelter,""
"AZ Saint Bernard Rescue",corinthians3418@aol.com,(602) 920-1826,"Phoenix",AZ,,,Shelter,""
"AZ Small Dog Rescue",info@azsmalldog.org,(602) 944-2440,"Phoenix",AZ,,,Shelter,""
"AZ Sugar Glider Rescue",azsgrescue@gmail.com,(480) 238-6063,"Phoenix",AZ,,,Shelter,""
"AZK9",azk9org@gmail.com,,"Peoria",AZ,,,Shelter,""
"BARK (Baby Animal Rescue Koalition)",barkntucson@aol.com,,"Tucson",AZ,,,Shelter,""
"Benson Animal Shelter",azdog85602@gmail.com,(520) 586-3600,"Benson",AZ,,,Shelter,""
"Better Days Rescue",info@betterdaysrescue.org,,"Scottsdale",AZ,,,Shelter,""
"Big Heads Bigger Hearts",bigheadsbiggerhearts@gmail.com,,"Tucson",AZ,,,Shelter,""
"Big Hearts Animal Welfare",info@bigheartsaz.org,,"Mesa",AZ,,,Shelter,""
"Bisbee Animal Shelter",bisbeeanimals@gmail.com,(520) 432-6020,"Bisbee",AZ,,,Shelter,""
"Blackhat Humane Society",blackhathumane@gmail.com,(928) 245-3890,"Chinle",AZ,,,Shelter,""
"Border Animal Rescue",borderanimalrescue@gmail.com,(520) 432-7964,"Sierra Vista",AZ,,,Shelter,""
"Bully Pride of Arizona Bully Breed Advocacy",bullyprideofaz@gmail.com,(480) 330-1242,"Phoenix",AZ,,,Shelter,""
"Cactus Cats Rescue, Inc.",petfinder-inquiry@cactuscatsrescue.net,(480) 814-8801,"Phoenix",AZ,,,Shelter,""
"Canine Rescue Coalition (AZ Mastiff Rescue)",azmastiffrescue@yahoo.com,,"Glendale",AZ,,,Shelter,""
"CARE FOR THE HORSES",careforthehorses@msn.com,(520) 378-0896,"Sierra Vista",AZ,,,Shelter,""
"Caring for Canines",sarahduncs@gmail.com,(602) 573-3141,"Phoenix",AZ,,,Shelter,""
"Carrie On Rescue",carrieonrescuers@hotmail.com,(480) 603-7680,"Gilbert",AZ,,,Shelter,""
"Cat A Do Cat Co-Op",info@catado.org,,"Mesa",AZ,,,Shelter,""
"Central Arizona Animal Rescue",mike@caaronline.org,(480) 209-3400,"Queen Creek",AZ,,,Shelter,""
"Chance Shelter",info@chanceshelter.org,(602) 394-1595,"Surprise",AZ,,,Shelter,""
"ChiLuvBug Small Dog Rescue",chiluvbug@gmail.com,,"Tucson",AZ,,,Shelter,""
"Chino Valley Animal Shelter",marilu42@q.com,,"Chino Valley",AZ,,,Shelter,""
"Chiquita Chihuahua Rescue",chwawagal@gmail.com,,"Cave Creek",AZ,,,Shelter,""
"Circle L Ranch",susanhopkins13@gmail.com,(480) 861-8144,"Phoenix",AZ,,,Shelter,""
"Circle L Ranch Animal Rescue and Sanctuary",circlelranchdogs@gmail.com,(928) 273-7005,"Prescott Valley",AZ,,,Shelter,""
"Citizens For North Phoenix Strays",badkittyts@aol.com,(602) 332-6615,"Phoenix",AZ,,,Shelter,""
"Claws and Paws Rescue",info@clawsandpawsaz.org,(520) 389-8875,"Tucson",AZ,,,Shelter,""
"Coalition of All Breed Rescue of Arizona (CABRA)",suavian@cox.net,(480) 874-2511,"Phoenix",AZ,,,Shelter,""
"Cochise Canine Rescue",sybil85602@gmail.com,(520) 212-1718,"Benson",AZ,,,Shelter,""
"Coconino Humane Association",kindcrew@coconinohumane.org,(928) 526-1076,"Flagstaff",AZ,,,Shelter,""
"Cold Wet Noses Fosters",info@tucsoncoldwetnoses.com,,"Tucson",AZ,,,Shelter,""
"Community Cats, Inc.",eajoannes@gmail.com,,"Prescott",AZ,,,Shelter,""
"Cooper's Chance Animal Rescue",cooperschance@yahoo.com,,"Chandler",AZ,,,Shelter,""
"Coppercloud Ranch Pet Rescue",coppercloudranch@cox.net,(602) 739-6696,"Scottsdale",AZ,,,Shelter,""
"Dane Haven Inc.",danehavenrescue@gmail.com,(602) 388-4370,"Prescott Valley",AZ,,,Shelter,""
"Desert Dogs Rescue Inc.",desert.dogs2014@gmail.com,(623) 256-4302,"Tonopah",AZ,,,Shelter,""
"Desert Harbor Doberman Rescue of AZ",contact@azdoberescue.org,,"Phoenix",AZ,,,Shelter,""
"Desert Paws Rescue",hhfwcr@outlook.com,(480) 380-5214,"Mesa",AZ,,,Shelter,""
"Dewey Dog Rescue",klukis@aol.com,(928) 632-5292,"Dewey",AZ,,,Shelter,""
"East Valley New Life Rescue",rosebud2929@aol.com,(480) 474-2467,"Apache Junction",AZ,,,Shelter,""
"Fairytale Felines & Fidos",fairytalefelines@yahoo.com,,"Phoenix",AZ,,,Shelter,""
"Farmanity Project",contact@farmanityproject.org,(702) 592-3081,"Kingman",AZ,,,Shelter,""
"Fearless Kitty Rescue",info@fearlesskittyrescue.org,(480) 837-7777,"Fountain Hills",AZ,,,Shelter,""
"Fedwell Farm Rescue, Inc.",fedwellfarm@yahoo.com,(602) 316-8919,"Pearce",AZ,,,Shelter,""
"Follow Your Heart Animal Rescue",followyourheartfoundation@gmail.com,(480) 807-0085,"Mesa",AZ,,,Shelter,""
"Foothills Animal Rescue",support@foothillsanimal.org,(480) 488-9890,"Scottsdale",AZ,,,Shelter,""
"For the Luv of Paws II Inc.",cherie_rsaz@yahoo.com,(928) 897-7304,"Golden Valley",AZ,,,Shelter,""
"Forever Loved Pet Sanctuary",adopt@foreverlovedpets.org,,"Scottsdale",AZ,,,Shelter,""
"Four Peaks Animal Rescue",4par@desertinet.com,(480) 471-3520,"Scottsdale",AZ,,,Shelter,""
"Freedom Mutts",info@freedommutts.org,,"Tempe",AZ,,,Shelter,""
"Friends For Life Animal Rescue",president@azfriends.org,(480) 497-8296,"Gilbert",AZ,,,Shelter,""
"Ghost Town Dog Rescue",ghosttowndogrescue@gmail.com,,"Mesa",AZ,,,Shelter,""
"Gila County Rabies Control",gilacountyrabiescontrol@gilacountyaz.gov,(928) 425-5882,"Globe",AZ,,,Shelter,""
"Good Dog Rez-Q",ambrwlf51@yahoo.com,(928) 337-2828,"St. Johns",AZ,,,Shelter,""
"Great Dane Rescue of Arizona Alliance",greatdanerescueofazalliance@hotmail.com,(623) 869-0409,"Phoenix",AZ,,,Shelter,""
"Gypsy Cats",gypsycatsaz@gmail.com,(928) 279-1999,"Kingman",AZ,,,Shelter,""
"HALO Animal Rescue",info@halorescue.org,(602) 971-9222,"Phoenix",AZ,,,Shelter,""
"Havanese Rescue Inc.",petfinder@havaneserescue.com,,"Phoenix",AZ,,,Shelter,""
"Healing Hearts Animal Rescue and Refuge",jbrumbaugh@healingheartsaz.org,(602) 714-0241,"Cave Creek",AZ,,,Shelter,""
"Hearts That Purr Feline Guardians",heartsthatpurr@outlook.com,(520) 297-3780,"Tucson",AZ,,,Shelter,""
"Help A Dog Smile",applications@helpadogsmile.org,(480) 788-0207,"Phoenix",AZ,,,Shelter,""
"Help Animals Lives Today",lottibnkr@citlink.net,,"Kingman",AZ,,,Shelter,""
"High Country Puppy Rescue",highcountrypuppyrescue@gmail.com,,"Flagstaff",AZ,,,Shelter,""
"Home Fur Good Animal Rescue",info@homefurgood.org,(602) 971-1334,"Phoenix",AZ,,,Shelter,""
"Hoof and Paw Rescue Inc.",yvette@hoofandpawrescue.com,(480) 473-1456,"Cave Creek",AZ,,,Shelter,""
"HOPE Animal Shelter",adams@hopeanimalshelter.net,(520) 792-9200,"Tucson",AZ,,,Shelter,""
"Hope for Cats",hopeforcats@cox.net,(602) 295-9237,"Chandler",AZ,,,Shelter,""
"Humane Society of Central Arizona",hs@humanesocietycentralaz.org,(928) 474-5590,"Payson",AZ,,,Shelter,""
"Humane Society of Southern Arizona",petfinder@hssaz.org,(520) 327-6088,"Tucson",AZ,,,Shelter,""
"Humane Society of the White Mountains",hswm70@hotmail.com,(928) 368-5295,"Lakeside",AZ,,,Shelter,""
"Humane Society of Yuma",losteen@hsoyuma.com,(928) 782-1621,"Yuma",AZ,,,Shelter,""
"Integrative Veterinary Oncology",ivo.staff@yahoo.com,(602) 841-0626,"Phoenix",AZ,,,Shelter,""
"K-9 Friends",twotenpets@aol.com,(480) 844-0589,"Gilbert",AZ,,,Shelter,""
"K9 Konnection",k9clips5@aol.com,(928) 232-2611,"Wickenburg",AZ,,,Shelter,""
"Kitt's Kitten Rescue",info@kittskittenrescue.org,(480) 939-9017,"Mesa",AZ,,,Shelter,""
"Kodiak's Place: Rescue/ Rehabilitate/ Re-Home",kodiaksplace@gmail.com,(480) 748-7075,"Gilbert",AZ,,,Shelter,""
"La Paz County Animal Shelter",shelter@co.la-paz.az.us,(928) 669-8774,"Parker",AZ,,,Shelter,""
"Labrador Friends of Arizona",rescueme@azlabfriends.com,,"Litchfield Park",AZ,,,Shelter,""
"Lifeline Oro Valley Animal Rescue",janders@saferlifeline.org,(520) 979-2282,"Oro Valley",AZ,,,Shelter,""
"Lil Bit of Love Rescue",lilbitofloverescue@gmail.com,(520) 869-9537,"Tucson",AZ,,,Shelter,""
"Little Heart K9",laura@littleheartk9.com,(520) 471-0823,"Green Valley",AZ,,,Shelter,""
"Little League Rescue",littleleaguerescue@gmail.com,(520) 255-1288,"Sierra Vista",AZ,,,Shelter,""
"Little Rascals Rescue",bu.ter.fly@hotmail.com,(623) 210-6578,"Phoenix",AZ,,,Shelter,""
"Living the Dream Rescue",samanthabrown.ltd@gmail.com,(602) 799-8827,"Phoenix",AZ,,,Shelter,""
"Living Water Ranch Rescue",chartipton1@msn.com,(623) 386-0386,"Tonopah",AZ,,,Shelter,""
"Lost Our Home Pet Foundation",adoptions@lostourhome.org,(602) 445-7387,"Tempe",AZ,,,Shelter,""
"Lucky Angel Animal Rescue",cristina@luckyangel.org,(480) 399-1224,"Mesa",AZ,,,Shelter,""
"Lulubelle Animal Rescue",lulubellerescue@gmail.com,,"Phoenix",AZ,,,Shelter,""
"Luv of Dogz Fund, Inc",luvofdogzfund@aol.com,,"Scottsdale",AZ,,,Shelter,""
"Mayday Pit Bull Rescue & Advocacy",info@maydaypitbullrescue.org,,"Phoenix",AZ,,,Shelter,""
"Medical Animals In Need (M.A.I.N.)",medicalanimalsinneed@gmail.com,(480) 245-9203,"Phoenix",AZ,,,Shelter,""
"MEOWness Cat Adoptions",live.love.meow@gmail.com,,"Glendale",AZ,,,Shelter,""
"MildCats on Campus",bhm@asu.edu,(623) 239-2990,"Tempe",AZ,,,Shelter,""
"Mini Mighty Mutts Rescue",info@minimightymutts.com,(480) 304-5654,"Phoenix",AZ,,,Shelter,""
"Miss Kittys Cat House",suezq@commspeed.net,(928) 445-5411,"Prescott",AZ,,,Shelter,""
"Miss Maggie May's Rescue",missmaggiemay@cox.net,(520) 603-6908,"Tucson",AZ,,,Shelter,""
"Mixed Up Mutts and Shepherds Too",laura@scottsdalepethotel.com,(480) 947-9636,"Phoenix",AZ,,,Shelter,""
"Morning Starr Animal Sanctuary, Inc.",fran@morningstarr.org,(928) 821-2420,"Cornville",AZ,,,Shelter,""
"One Dog Arizona",onedogrescued@gmail.com,(480) 430-7076,"Chandler",AZ,,,Shelter,""
"Page Animal Adoption Agency",pageanimaladoption@gmail.com,(928) 640-1500,"Page",AZ,,,Shelter,""
"Pammy's Second Chance Rescue",pammys2ndchancerescue@hotmail.com,,"Tolleson",AZ,,,Shelter,""
"Paw Kindness",pawkindness@gmail.com,(480) 206-3883,"Tempe",AZ,,,Shelter,""
"Paw Placement",mjandersson@cox.net,(602) 712-1599,"Scottsdale",AZ,,,Shelter,""
"Paw Town Angels",pawtownangels@gmail.com,,"Phoenix",AZ,,,Shelter,""
"Paws & Claws Pet Fostering",pet911@azpawsandclaws.com,,"Glendale",AZ,,,Shelter,""
"Paws Patrol",pawspatrol@cox.net,(520) 207-4024,"Green Valley",AZ,,,Shelter,""
"Paws Rescue Alliance",karen.pawsrescuealliance@gmail.com,(970) 208-2411,"Phoenix",AZ,,,Shelter,""
"Pet Allies",fostering@petalliesaz.org,(928) 532-1602,"Show Low",AZ,,,Shelter,""
"Peteys Playground",peteysplayground@gmail.com,(928) 713-1375,"Kirkland",AZ,,,Shelter,""
"Petfinder Foundation",info@petfinderfoundation.com,,"Tucson",AZ,https://www.petfinderfoundation.com,,National,"Works with 11000+ shelters"
"Pets Return Home",mark@petsreturnhome.org,(928) 793-2013,"Cottonwood",AZ,,,Shelter,""
"Pima Paws For Life",info@pimapawsforlife.org,(520) 867-1193,"Tucson",AZ,,,Shelter,""
"Pittie Me Rescue",pittiemerescue@gmail.com,,"Gilbert",AZ,,,Shelter,""
"Pound Animals Worth Saving (P.A.W.S.) Fur the Cause",poundanimals@yahoo.com,(602) 326-9191,"Mesa",AZ,,,Shelter,""
"Poverty's Pets",info@povertyspets.org,,"Phoenix",AZ,,,Shelter,""
"Pyles Of Smiles, Inc.",shellie@pylesofsmiles.com,(928) 899-0227,"Chino Valley",AZ,,,Shelter,""
"R.A.I.N. Rescue",info@azrain.org,(480) 285-7322,"Chandler",AZ,,,Shelter,""
"RAD Rescue Inc.",radrescueinc@gmail.com,(661) 400-5151,"Tucson",AZ,,,Shelter,""
"Raven Pines Dog Rescue",ravenpines@commspeed.net,(602) 339-1797,"Cordes Lakes",AZ,,,Shelter,""
"RESCUE",savinglivessince1995@azrescue.org,(480) 598-9410,"Phoenix",AZ,,,Shelter,""
"Reservation Rewards",reservationrewards@hotmail.com,(480) 279-3956,"Queen Creek",AZ,,,Shelter,""
"Robin Hood Animal Rescue",rhar4all@yahoo.com,(623) 931-7499,"Glendale",AZ,,,Shelter,""
"Rockstar Canine Rescue & Sanctuary",info@rockstarrescueaz.org,(858) 876-2558,"Phoenix",AZ,,,Shelter,""
"RoRescue",rorescue.tucson@gmail.com,,"Tucson",AZ,,,Shelter,""
"rotten rottie rescue",rottenrottierescue@gmail.com,(480) 567-4328,"Gilbert",AZ,,,Shelter,""
"Ruby Ranch Pet Rescue and Sanctuary",info@rubyranchrescue.org,(602) 526-9960,"Phoenix",AZ,,,Shelter,""
"RUFF Rescue Tucson (Rehoming Unwanted Furry Friends)",rescuer2003@gmail.com,(520) 490-0401,"Tucson",AZ,,,Shelter,""
"Rusty's Angels Sanctuary",rustysangelssanctuary@gmail.com,(480) 250-0251,"New River",AZ,,,Shelter,""
"Safe Haven Animal Rescue of AZ",safe_haven_animal_rescue@live.com,,"Litchfield Park",AZ,,,Shelter,""
"Safe Haven for Animals",adopt@azshfa.org,(602) 421-7120,"Scottsdale",AZ,,,Shelter,""
"Sahuaro Dachshund Rescue",wiredox2@msn.com,(520) 818-1323,"Tucson",AZ,,,Shelter,""
"Salt River Animal Rescue",saltriveranimalrescue@gmail.com,,"Scottsdale",AZ,,,Shelter,""
"Santa Cruz County Animal Care and Control Services",jpena@co.santa-cruz.az.us,(520) 761-7860,"Nogales",AZ,,,Shelter,""
"Santa Cruz Humane Society",schs5654@gmail.com,(520) 287-5654,"Nogales",AZ,,,Shelter,""
"Save Animals From Euthanasia Inc.",azsafedogs@hotmail.com,,"Apache Junction",AZ,,,Shelter,""
"Save the Cats Arizona",katrina@savethecatsaz.org,,"Mesa",AZ,,,Shelter,""
"Save The Pets AZ",savethepets@ymail.com,,"Tucson",AZ,,,Shelter,""
"Saving At Risk Animals",sararescue2012@gmail.com,(520) 499-0546,"Tucson",AZ,,,Shelter,""
"Saving One Life",info@savingonelife.org,(602) 715-2700,"Chandler",AZ,,,Shelter,""
"Saving Paws",sprazinfo@gmail.com,(480) 737-6089,"Glendale",AZ,,,Shelter,""
"Sierra Vista Animal Control",phaydra.adams@sierravistaaz.gov,(520) 458-4151,"Sierra Vista",AZ,,,Shelter,""
"Smiling Dog Rescue",smilingdogrescue@gmail.com,(520) 977-8000,"Tucson",AZ,,,Shelter,""
"sol.DOG Tucson, LLC Rescue Division",adopt@soldogtucson.com,(520) 255-1696,"Tucson",AZ,,,Shelter,""
"SOS Cat Rescue AZ",info@soscatrescueaz.org,(520) 445-3889,"Tucson",AZ,,,Shelter,""
"Southern Arizona Beagle Rescue",adoption@soazbeaglerescue.com,(520) 247-7720,"Tucson",AZ,,,Shelter,""
"Southern Arizona Greyhound Adoption",maryagr@cox.net,(520) 955-7421,"Tucson",AZ,,,Shelter,""
"Standing Proud Pit Bull Rescue",info@standingproudpitbulls.org,,"Fountain Hills",AZ,,,Shelter,""
"Stealing Hearts Rescue",azbullygirl@hotmail.com,(602) 686-4158,"Glendale",AZ,,,Shelter,""
"Sun Valley Animal Shelter",contact@sunvalleypets.org,(623) 872-7941,"Glendale",AZ,,,Shelter,""
"Sunshine Dog Rescue",sunshinedogrescue@yahoo.com,,"Phoenix",AZ,,,Shelter,""
"The Ark Cat Sanctuary/Cheri's Cat Rescue",cheriscatrescue@cableone.net,(928) 308-4599,"Prescott Valley",AZ,,,Shelter,""
"The Hermitage Cat Shelter",adoptions@hermitagecatshelter.org,(520) 571-7839,"Tucson",AZ,,,Shelter,""
"The Litter League (Rescue League)",vlintz@davisp.com,(602) 740-8805,"Phoenix",AZ,,,Shelter,""
"The Pet Knot",thepetknot@gmail.com,,"Phoenix",AZ,,,Shelter,""
"The Puppy Mamma",sandy@thepuppymamma.com,(480) 688-6969,"Apache Junction",AZ,,,Shelter,""
"The Sanctuary Project",eringreenwood@frontier.com,(800) 691-9168,"Tucson",AZ,,,Shelter,""
"Tombstone Small Animal Shelter",emayperry@gmail.com,(520) 457-2545,"Tombstone",AZ,,,Shelter,""
"Tuba City Humane Society",tubacityhumane@gmail.com,(928) 793-2364,"Tuba City",AZ,,,Shelter,""
"Tucson CARES",kismettucson@gmail.com,(520) 990-8912,"Tucson",AZ,,,Shelter,""
"Tucson Parrot Rescue",tucsonparrotrescue@gmail.com,(520) 747-0554,"Tucson",AZ,,,Shelter,""
"Tucson2Tails",tucson2tails@gmail.com,(520) 343-0327,"Tucson",AZ,,,Shelter,""
"Tukee Cat Lady",realady@cox.net,,"Phoenix",AZ,,,Shelter,""
"Underdog Rescue of Az",info@underdogaz.com,(480) 553-9311,"Chandler",AZ,,,Shelter,""
"United Animal Friends",uafdogs@gmail.com,(928) 778-2924,"Prescott",AZ,,,Shelter,""
"Valley Dogs",vdr-petfinder@valleydogs.org,(480) 898-3647,"Gilbert",AZ,,,Shelter,""
"Valley Humane Society Inc.",valleyhumane@yahoo.com,(520) 836-0904,"Casa Grande",AZ,,,Shelter,""
"Valley of the Sun Giant Schnauzer Rescue",phxgsrescue@hotmail.com,,"Phoenix",AZ,,,Shelter,""
"VJ Ranch",cowgirlvalerie@hotmail.com,(623) 465-4835,"New River",AZ,,,Shelter,""
"W.O.W Dog Rescue",info@wowdogrescue.org,(480) 628-5058,"Chandler",AZ,,,Shelter,""
"Waggin Tail Chihuahua Rescue",waggintailchirescue@gmail.com,(888) 410-3688,"Mesa",AZ,,,Shelter,""
"We're The Cat's Meow Pet Rescue",azcatsmeow@gmail.com,(480) 278-9744,"Gilbert",AZ,,,Shelter,""
"Western Arizona Humane Society",adoptions@westernarizonahumane.org,(928) 855-5083,"Lake Havasu City",AZ,,,Shelter,""
"Westie & Friends AZ Rescue, Inc",shampton5@cox.net,,"Mesa",AZ,,,Shelter,""
"Westie Rescue of Arizona",westierescueaz@aol.com,,"Cave Creek",AZ,,,Shelter,""
"Where Wolves Rescue",pangaya@msn.com,(623) 546-9653,"Surprise",AZ,,,Shelter,""
"Yorkie Luv Rescue",yorkieluvrescue@yahoo.com,,"Goodyear",AZ,,,Shelter,""
"1 Love Dog Rescue",1lovedogrescue@gmail.com,(530) 643-1107,"Auburn",CA,,,Shelter,""
"13th St Cats",info@13thstcats.org,(408) 566-3637,"San Jose",CA,,,Shelter,""
"2 Crue Rescue",tammye@2cruerescue.com,(951) 892-5827,"Riverside",CA,,,Shelter,""
"2TheResQ",coffee.luvr@yahoo.com,(818) 212-0385,"Sherman Oaks",CA,,,Shelter,""
"3R Rescue, Inc.",3rrescue@gmail.com,(707) 529-4643,"Winters",CA,,,Shelter,""
"4 Dogs Farm Rescue",4dogsfarmrescue@gmail.com,(415) 265-4331,"San Francisco",CA,,,Shelter,""
"4 R Friends",4rfriends.mail@gmail.com,,"Sacramento",CA,,,Shelter,""
"9 Lives Rescue Center",9livesrescuecenter@gmail.com,(310) 927-7350,"Beverly Hills",CA,,,Shelter,""
"A Better Chance Rescue",abetterchancerescue@gmail.com,(650) 580-3639,"San Mateo",CA,,,Shelter,""
"A Cat's Tale",cathy@acatstale.org,(310) 973-9353,"Redondo Beach",CA,,,Shelter,""
"A Cause For Paws OC",ocacfp@yahoo.com,(714) 883-9188,"Orange",CA,,,Shelter,""
"A Dog's Life Rescue",adoptions@adogsliferescue.org,(310) 590-7387,"Los Angeles",CA,,,Shelter,""
"A Home 4 Ever Rescue",ahome4ever@gmail.com,(949) 645-4912,"Costa Mesa",CA,,,Shelter,""
"A Noah's B'Ark North Pet Rescue",noahsbark.nc@gmail.com,(707) 657-7626,"Rohnert Park",CA,,,Shelter,""
"A Passion for Paws Rescue, Inc..",apassionforpaws@gmail.com,,"Romoland",CA,,,Shelter,""
"A Pawsitive Approach",apawsitiveapproach2015@gmail.com,,"Anaheim",CA,,,Shelter,""
"A Purposeful Rescue",apurprescue@yahoo.com,,"Los Angeles",CA,,,Shelter,""
"A SafeFurr Place Animal Rescue",info@asafefurrplace.com,,"Bakersfield",CA,,,Shelter,""
"Ace of Hearts",aceofheartsmngr@gmail.com,(310) 358-3344,"Beverly Hills",CA,,,Shelter,""
"ACGSR, Inc",vivatacgsinc@aol.com,(831) 917-5570,"Hollister",CA,,,Shelter,""
"Adopt A Bunny Rabbit Rescue",bunnygroomer@gmail.com,,"Calabasas",CA,,,Shelter,""
"Adopt a Doggie",contact@adoptadoggie.org,(415) 683-3535,"Castro Valley",CA,,,Shelter,""
"Adopt a Friend Forever Rescue",moyamarie@msn.com,(619) 670-9824,"El Cajon",CA,,,Shelter,""
"Adopt A Saint - Saint Bernard Rescue",cmdiiullo@gmail.com,(949) 295-3641,"Lake Forest",CA,,,Shelter,""
"Adopt Me Rescue",adoptmerescue@gmail.com,(818) 732-0733,"Studio City",CA,,,Shelter,""
"Adopt-A-Chow LA",adoptachowla@gmail.com,(310) 306-2871,"Marina del Rey",CA,,,Shelter,""
